kepoi_name,koi_disposition,koi_pdisposition,koi_period,koi_duration,koi_prad,koi_depth,koi_model_snr
"K00939.03","CONFIRMED","CANDIDATE",1.620467654,2.1888,1.57,159.6,22.70
"K00939.04","CONFIRMED","CANDIDATE",10.6816951,3.605,2.3,307.8,21.90
"K00940.01","CONFIRMED","CANDIDATE",6.104849417,4.6912,3.18,2090.3,293.70
"K00127.01","CONFIRMED","CANDIDATE",3.578780566,2.91089,10.43,11382.2,1838.40
"K00933.01","FALSE POSITIVE","FALSE POSITIVE",3.187067566,3.119,23.88,1037.4,37.20
"K00934.01","CONFIRMED","CANDIDATE",5.826657508,2.9183,4.09,1539.1,81.10
"K00934.02","CONFIRMED","CANDIDATE",12.41216347,3.739,2.58,611.3,25.60
"K00934.03","CONFIRMED","CANDIDATE",18.74649011,3.895,3.05,796.8,26.70
"K00935.01","CONFIRMED","CANDIDATE",20.86021229,5.1937,5.5,1910.5,117.00
"K00935.02","CONFIRMED","CANDIDATE",42.63427848,6.1998,5.22,1719.3,78.70
"K00935.03","CONFIRMED","CANDIDATE",87.6476068,8.871,4,1009.6,37.50
"K00935.04","CANDIDATE","CANDIDATE",9.61731426,3.8692,1.94,234,18.20
"K00936.01","CONFIRMED","CANDIDATE",9.467821474,2.4327,2.13,2237,124.70
"K00936.02","CONFIRMED","CANDIDATE",0.893040969,1.0981,1.24,741.7,87.80
"K00128.01","CONFIRMED","CANDIDATE",4.942783419,3.25346,10.62,11144.7,2040.70
"K00937.01","CONFIRMED","CANDIDATE",20.83426731,4.0454,2.74,988.4,45.10
"K00938.01","CONFIRMED","CANDIDATE",9.94602357,3.3862,3.12,994.5,51.00
"K00938.02","CONFIRMED","CANDIDATE",1.04562195,1.8955,1.45,213,25.30
"K00938.03","CONFIRMED","CANDIDATE",5.71462396,2.336,1.78,297.8,16.70
"K00145.01","FALSE POSITIVE","FALSE POSITIVE",102.9641952,15.735,39,1896.7,86.10
"K01102.02","CONFIRMED","CANDIDATE",8.14515981,5.073,3.43,446.8,32.20
"K01102.03","CONFIRMED","CANDIDATE",18.9985279,4.529,43.17,430.7,16.90
"K01102.04","CONFIRMED","CANDIDATE",4.24439049,3.282,2.07,174,15.10
"K01103.01","CANDIDATE","CANDIDATE",90.1240507,11.649,7.12,3020.3,57.90
"K00150.02","CONFIRMED","CANDIDATE",28.5742692,4.9427,2.32,824.9,97.10
"K01168.01","CANDIDATE","CANDIDATE",856.672115,23.144,3.87,858.1,39.20
"K01169.01","CANDIDATE","CANDIDATE",0.689210173,1.6169,1.32,195,93.40
"K01170.01","CONFIRMED","CANDIDATE",7.34373964,1.1784,1.84,574.4,32.20
"K01171.01","FALSE POSITIVE","FALSE POSITIVE",0.445277068,3.539,35.74,186.7,28.90
"K00966.01","FALSE POSITIVE","FALSE POSITIVE",0.379463865,0.86896,59.56,1973.3,458.60
"K00967.01","FALSE POSITIVE","FALSE POSITIVE",9.88047978,2.78458,23.6,18541,534.50
"K00968.01","FALSE POSITIVE","FALSE POSITIVE",4.6484156,38.1939,5.06,128.4,91.70
"K00969.01","FALSE POSITIVE","FALSE POSITIVE",17.512014768,1.8248,13.66,4511.7,322.30
"K00970.01","CANDIDATE","CANDIDATE",3.9886021,1.7376,34.39,673.5,37.10
"K00971.01","CANDIDATE","CANDIDATE",0.533059312,1.8621,133.56,1495.8,179.60
"K01044.01","FALSE POSITIVE","FALSE POSITIVE",0.525154153,2.1441,23.61,747.5,116.10
"K01045.01","FALSE POSITIVE","FALSE POSITIVE",1.303861044,4.0541,27.85,598.2,140.60
"K01046.01","FALSE POSITIVE","FALSE POSITIVE",0.73452496,6.7,,,
"K01047.01","FALSE POSITIVE","FALSE POSITIVE",2.55549176,9.083,23.35,113.8,24.30
"K00014.01","FALSE POSITIVE","FALSE POSITIVE",2.947376671,2.0911,403.59,433.2,62.30
"K00139.01","CONFIRMED","CANDIDATE",224.7789355,11.1899,7.67,3487.5,235.70
"K01104.01","FALSE POSITIVE","FALSE POSITIVE",0.890110752,0.8774,1.25,321.5,19.60
"K01105.01","FALSE POSITIVE","FALSE POSITIVE",5.76573396,2.924,7.47,248,22.20
"K01106.01","CONFIRMED","CANDIDATE",7.42608123,3.6379,2.47,443.3,37.50
"K01106.02","CONFIRMED","CANDIDATE",15.9868932,4.158,1.62,178.5,10.90
"K01107.01","FALSE POSITIVE","FALSE POSITIVE",0.73094589,4.32,17.12,250.2,37.50
"K01108.01","CONFIRMED","CANDIDATE",18.92537246,3.9835,13.92,640.9,41.00
"K01172.01","FALSE POSITIVE","FALSE POSITIVE",0.933749106,4.256,3.22,186.2,136.30
"K01173.01","FALSE POSITIVE","FALSE POSITIVE",2.037440623,3.442,1.19,118.6,27.00
"K01174.01","CANDIDATE","CANDIDATE",129995.7784,9.408,2.99,1474.9,35.70
"K01175.01","CONFIRMED","CANDIDATE",31.5925809,13.566,1.78,145.1,25.50
"K01175.02","CONFIRMED","CANDIDATE",17.157236,11.284,1.55,110.4,23.60
"K01176.01","CONFIRMED","CANDIDATE",1.97376085,1.82542,8.78,30222.4,1252.50
"K00972.01","CANDIDATE","CANDIDATE",13.118962443,4.3045,8.25,372.2,267.40
"K00133.01","FALSE POSITIVE","FALSE POSITIVE",4.618767792,5.9957,7.48,4399.1,270.10
"K00972.02","CANDIDATE","CANDIDATE",7.82187328,3.8417,2.78,42.2,37.20
"K00974.01","CANDIDATE","CANDIDATE",53.5057611,10.5616,2.52,195.6,71.20
"K00975.01","CONFIRMED","CANDIDATE",2.785821236,3.5599,1.69,68.9,53.60
"K00976.01","FALSE POSITIVE","FALSE POSITIVE",52.56901867,6.7507,78.54,26900,184.30
"K01048.01","FALSE POSITIVE","FALSE POSITIVE",3.411758679,3.158,14.71,570.6,35.60
"K01049.01","FALSE POSITIVE","FALSE POSITIVE",0.525426427,1.0801,1.45,324.6,63.60
"K01050.01","CONFIRMED","CANDIDATE",1.269091415,1.4647,1.41,340.9,73.50
"K01050.02","CONFIRMED","CANDIDATE",2.853133997,1.465,1.36,277.1,39.70
"K01051.01","CONFIRMED","CANDIDATE",6.79685353,3.1702,2.01,393.1,29.80
"K00146.01","FALSE POSITIVE","FALSE POSITIVE",8.667822346,4.9658,67.37,2121.9,187.60
"K01108.02","CONFIRMED","CANDIDATE",1.475323222,2.3155,5.88,154.9,27.20
"K01108.03","CONFIRMED","CANDIDATE",4.15246118,2.5755,7.62,223.4,24.50
"K01109.01","FALSE POSITIVE","FALSE POSITIVE",6.7210783,7.46,,,
"K01110.01","CONFIRMED","CANDIDATE",8.7348852,4.49,1.59,270.7,24.80
"K01111.01","FALSE POSITIVE","FALSE POSITIVE",10.26547688,3.733,1.81,399.6,20.10
"K00151.01","CANDIDATE","CANDIDATE",13.4471791,3.0454,5.24,1428.2,105.30
"K01177.01","FALSE POSITIVE","FALSE POSITIVE",3.305577989,2.5903,25.89,17971,39.60
"K01178.01","FALSE POSITIVE","FALSE POSITIVE",4.800653901,9.0419,16.91,15304.4,298.00
"K01179.01","FALSE POSITIVE","FALSE POSITIVE",15.06649901,5.9885,56.44,36348,154.60
"K01180.01","FALSE POSITIVE","FALSE POSITIVE",34.82008158,11.1711,11.36,18847.8,882.60
"K01181.01","FALSE POSITIVE","FALSE POSITIVE",0.651784374,2.0141,33.65,2779.3,195.20
"K00977.01","FALSE POSITIVE","FALSE POSITIVE",1.353771892,7.012,430.99,1349.1,76.70
"K00978.01","FALSE POSITIVE","FALSE POSITIVE",18.95491633,24.249,71.39,867.5,249.30
"K00979.01","FALSE POSITIVE","FALSE POSITIVE",4.348866254,3.2797,2436.69,625.6,56.30
"K00980.01","FALSE POSITIVE","FALSE POSITIVE",47.93094546,2.6897,68.02,2144.4,221.10
"K00981.01","FALSE POSITIVE","FALSE POSITIVE",3.99751422,3.686,2.98,32.8,6.10
"K00982.01","FALSE POSITIVE","FALSE POSITIVE",1.592633181,5.5605,1.56,633.1,66.90
"K00134.01","CONFIRMED","CANDIDATE",67.5923754,12.249,12.1,4158.1,60.90
"K01052.01","CONFIRMED","CANDIDATE",17.02902786,4.645,2.54,568.9,29.80
"K01052.02","CONFIRMED","CANDIDATE",6.84619236,3.529,1.67,246.8,17.70
"K01052.03","CONFIRMED","CANDIDATE",67.8321638,7.358,2.39,507.8,15.50
"K01052.04","CONFIRMED","CANDIDATE",43.1312147,3.198,2.39,447.8,11.80
"K01053.01","CONFIRMED","CANDIDATE",1.224866441,1.7086,1.54,196,21.10
"K01112.01","CONFIRMED","CANDIDATE",37.8102649,8.733,2.33,570.3,35.20
"K01113.01","CONFIRMED","CANDIDATE",25.93406406,4.6142,2.48,414.5,42.20
"K01113.02","CONFIRMED","CANDIDATE",83.4463485,6.536,2.73,503,36.10
"K01114.01","FALSE POSITIVE","FALSE POSITIVE",7.04710032,2.926,25.2,400.9,24.00
"K01115.01","CONFIRMED","CANDIDATE",12.99204853,6.0175,2.03,270.6,38.70
"K01182.01","FALSE POSITIVE","FALSE POSITIVE",11.11620211,4.211,8.96,4843.9,115.30
"K01183.01","FALSE POSITIVE","FALSE POSITIVE",1.922861499,3.5734,5.09,1916.2,103.40
"K01184.01","FALSE POSITIVE","FALSE POSITIVE",0.635445336,1.8592,19,2547.4,182.20
"K01185.01","FALSE POSITIVE","FALSE POSITIVE",1.665784138,1.8946,97.27,2006.2,148.00
"K01186.01","FALSE POSITIVE","FALSE POSITIVE",55.6639167,23.546,34.14,3414.4,103.40
"K00152.01","CONFIRMED","CANDIDATE",52.09081627,8.6388,7.14,2894.1,243.50
"K00983.01","FALSE POSITIVE","FALSE POSITIVE",7.1548608,7.694,7.41,780.4,24.20
"K00984.01","CONFIRMED","CANDIDATE",4.28746668,1.5693,2.29,790.1,19.40
"K00985.01","FALSE POSITIVE","FALSE POSITIVE",2.002779769,2.231,1.42,260.5,22.20
"K00986.01","CONFIRMED","CANDIDATE",8.18739443,3.0472,1.92,517.6,38.40
"K00986.02","CONFIRMED","CANDIDATE",76.0498163,7.158,1.75,445.9,17.40
"K00139.02","CONFIRMED","CANDIDATE",3.341799486,2.9254,1.67,178.2,48.80
"K01054.01","FALSE POSITIVE","FALSE POSITIVE",3.3226948,3.568,15.33,78.7,8.60
"K01055.01","FALSE POSITIVE","FALSE POSITIVE",36.97708808,4.737,38.6,1269.9,59.20
"K01056.01","FALSE POSITIVE","FALSE POSITIVE",1.851409163,10.232,20.42,232.5,54.40
"K01057.01","FALSE POSITIVE","FALSE POSITIVE",1.303859704,2.8239,0.98,36.7,34.70
"K00147.01","FALSE POSITIVE","FALSE POSITIVE",145.5624926,5.4126,40.15,2931.6,58.10
"K01116.01","CONFIRMED","CANDIDATE",3.749105745,1.9826,1.68,182.6,38.00
"K01117.01","CONFIRMED","CANDIDATE",11.08956602,6.2877,3.51,148.1,38.90
"K01118.01","CANDIDATE","CANDIDATE",7.37290344,2.172,2.67,205.2,19.10
"K01119.01","FALSE POSITIVE","FALSE POSITIVE",7.24476126,2.3145,0.65,58,27.20
"K01193.01","CANDIDATE","CANDIDATE",119.0624882,3.1188,10.4,5372.3,71.60
"K01194.01","CONFIRMED","CANDIDATE",8.70798309,2.4904,2.01,1419.6,28.10
"K01194.02","CANDIDATE","CANDIDATE",14.8623076,3.161,1.57,840,14.40
"K01194.03","CONFIRMED","CANDIDATE",4.17634276,2.335,1.23,531.5,14.90
"K00152.02","CONFIRMED","CANDIDATE",27.40229859,6.8491,3.63,747.5,79.30
"K00987.01","CONFIRMED","CANDIDATE",3.179267286,1.0246,1.21,200.9,41.00
"K00988.01","CONFIRMED","CANDIDATE",10.38122447,2.715,2.18,801.5,41.90
"K00988.02","CONFIRMED","CANDIDATE",24.5709023,3.587,2.82,764.2,26.30
"K00989.01","FALSE POSITIVE","FALSE POSITIVE",81.221876,4.1135,16.59,9883,63.00
"K00989.02","FALSE POSITIVE","FALSE POSITIVE",0.817026268,2.0799,2.92,1145.5,121.10
"K00135.01","CONFIRMED","CANDIDATE",3.024092505,2.8021,12.14,7765,1225.30
"K01058.01","FALSE POSITIVE","FALSE POSITIVE",5.670155713,0.9361,5.85,536.7,37.30
"K01059.01","CONFIRMED","CANDIDATE",1.022678654,1.3712,1.14,129.2,21.60
"K01060.01","CONFIRMED","CANDIDATE",12.10968709,6.3461,2.98,284.7,33.40
"K01060.02","CONFIRMED","CANDIDATE",4.75796103,4.66,1.7,124.5,20.90
"K01060.03","CONFIRMED","CANDIDATE",20.4972755,8.536,2.96,242.9,22.80
"K01119.02","FALSE POSITIVE","FALSE POSITIVE",13.55480534,2.288,0.62,48.3,16.50
"K01120.01","FALSE POSITIVE","FALSE POSITIVE",29.74454668,23.2842,20.06,66894,765.00
"K01121.01","FALSE POSITIVE","FALSE POSITIVE",14.15402428,4.47001,53.25,61625.1,930.30
"K01122.01","FALSE POSITIVE","FALSE POSITIVE",0.844786082,3.5289,35.27,2468.5,245.60
"K01123.01","FALSE POSITIVE","FALSE POSITIVE",0.848483947,1.4451,32.11,1907.4,185.00
"K01124.01","FALSE POSITIVE","FALSE POSITIVE",11.99097576,5.7401,37.47,2124.3,102.80
"K01199.01","CONFIRMED","CANDIDATE",53.5292702,5.668,2.28,1086.1,34.50
"K01200.01","FALSE POSITIVE","FALSE POSITIVE",0.393726813,2.95,24.17,564.6,64.80
"K01201.01","CONFIRMED","CANDIDATE",2.757584622,0.9267,1.01,563.1,19.60
"K01202.01","CONFIRMED","CANDIDATE",0.928310036,1.1899,1.16,376.2,22.60
"K00152.03","CONFIRMED","CANDIDATE",13.48457668,5.0197,3.39,653.5,80.80
"K01203.01","CONFIRMED","CANDIDATE",31.8841473,6.122,3.7,910,25.30
"K00989.03","CANDIDATE","CANDIDATE",16.15811112,6.049,86.13,2319.8,52.80
"K00990.01","FALSE POSITIVE","FALSE POSITIVE",67.69213907,51.349,175.98,25457.2,1328.20
"K00991.01","CONFIRMED","CANDIDATE",12.06222962,2.0584,1.62,300.2,32.40
"K00992.01","CONFIRMED","CANDIDATE",9.93146307,5.678,2.41,398.6,26.20
"K00993.01","CONFIRMED","CANDIDATE",21.85362905,3.439,1.75,355.6,23.00
"K01060.04","CONFIRMED","CANDIDATE",8.19345065,5.234,1.74,115.4,15.70
"K00140.01","FALSE POSITIVE","FALSE POSITIVE",19.97867,10.168,6.85,944.3,86.20
"K01061.01","CONFIRMED","CANDIDATE",41.8059544,6.057,2.02,434.4,28.30
"K01062.01","FALSE POSITIVE","FALSE POSITIVE",15.45158184,2.406,2.02,85.3,21.00
"K01063.01","FALSE POSITIVE","FALSE POSITIVE",89.698168533,5.5418,102.08,273106,3420.30
"K01064.01","FALSE POSITIVE","FALSE POSITIVE",1.187352427,4.999,67.35,20703,717.40
"K00015.01","FALSE POSITIVE","FALSE POSITIVE",3.012476582,3.1424,65.25,1138.5,253.40
"K00148.01","CONFIRMED","CANDIDATE",4.77800306,2.7361,1.85,473,115.40
"K01125.01","FALSE POSITIVE","FALSE POSITIVE",7.814839231,3.0122,5.33,2010.3,100.00
"K01126.01","FALSE POSITIVE","FALSE POSITIVE",29.7452499,22.695,3.6,778.9,55.90
"K01127.01","CONFIRMED","CANDIDATE",5.32667299,3.4045,2.26,611.4,34.10
"K01187.01","FALSE POSITIVE","FALSE POSITIVE",0.741057213,1.05299,26.67,1996.3,251.90
"K01188.01","FALSE POSITIVE","FALSE POSITIVE",2.988085455,3.68,21.81,802.8,48.20
"K01189.01","FALSE POSITIVE","FALSE POSITIVE",2.783883492,2.4546,67.17,903.9,86.10
"K01190.01","FALSE POSITIVE","FALSE POSITIVE",0.393727296,3.02,23.05,903.5,82.40
"K01191.01","CONFIRMED","CANDIDATE",8.17242644,3.902,3.29,864.3,37.00
"K01192.01","CANDIDATE","CANDIDATE",1295.362215,28.297,57.82,8708,164.00
"K00993.02","CONFIRMED","CANDIDATE",13.0607936,3.215,1.45,236.6,19.40
"K00994.01","CANDIDATE","CANDIDATE",4.2989201,2.747,2.12,237.6,20.00
"K00995.01","FALSE POSITIVE","FALSE POSITIVE",25.9518461,14.581,22.32,1058.5,65.80
"K00996.01","FALSE POSITIVE","FALSE POSITIVE",25.9518536,14.755,24.6,2017.9,79.40
"K00997.01","FALSE POSITIVE","FALSE POSITIVE",5.68628739,17.573,4.5,5559.7,414.40
"K00136.01","FALSE POSITIVE","FALSE POSITIVE",15.663886949,2.4775,27.36,5144.4,175.90
"K01065.01","FALSE POSITIVE","FALSE POSITIVE",4.020628573,4.4085,16.94,20901,282.60
"K01066.01","CANDIDATE","CANDIDATE",5.714817603,3.14126,9.29,12294.8,537.70
"K01067.01","FALSE POSITIVE","FALSE POSITIVE",185.02288222,4.87326,49.82,43546.7,938.20
"K01068.01","FALSE POSITIVE","FALSE POSITIVE",2.897432135,3.1793,14.35,1223.7,73.90
"K01069.01","CONFIRMED","CANDIDATE",8.70420525,2.9385,2.86,1074.9,74.00
"K01127.02","CONFIRMED","CANDIDATE",8.1280933,3.727,1.39,224.1,10.70
"K01127.03","CANDIDATE","CANDIDATE",2.83668931,3.031,1.19,166.1,12.10
"K01128.01","CONFIRMED","CANDIDATE",0.974868896,1.6191,1.16,197.6,82.60
"K01129.01","CONFIRMED","CANDIDATE",4.89721006,1.812,1.48,274.4,16.90
"K01130.01","FALSE POSITIVE","FALSE POSITIVE",2.757794163,2.7644,20.05,39043,349.20
"K01132.01","FALSE POSITIVE","FALSE POSITIVE",1.914158508,3.2917,13.63,7829.2,124.60
"K01196.01","FALSE POSITIVE","FALSE POSITIVE",3.98216698,2.396,3.32,381.3,27.10
"K01197.01","FALSE POSITIVE","FALSE POSITIVE",0.643794198,1.5662,19.51,456.7,53.70
"K01198.01","CONFIRMED","CANDIDATE",16.08832318,5.731,3.42,597.8,31.30
"K01198.02","CONFIRMED","CANDIDATE",10.30067919,4.885,2.2,271.8,16.40
"K01198.03","CONFIRMED","CANDIDATE",35.6757453,7.381,3.02,471.2,18.50
"K01198.04","CANDIDATE","CANDIDATE",1.00861677,0.91,,,
"K00998.01","FALSE POSITIVE","FALSE POSITIVE",161.78832712,5.31,36.14,87750,704.50
"K00999.01","CONFIRMED","CANDIDATE",16.56806842,4.2647,2.54,1331.4,41.90
"K00999.02","CONFIRMED","CANDIDATE",47.3329299,2.708,2.18,931.5,14.00
"K01000.01","FALSE POSITIVE","FALSE POSITIVE",0.856895349,1.3078,0.82,82.2,33.10
"K01001.01","CONFIRMED","CANDIDATE",40.8065333,13.135,3.71,313.9,54.80
"K01069.02","CONFIRMED","CANDIDATE",2.46697039,1.6345,1.56,308.7,29.50
"K00141.01","CANDIDATE","CANDIDATE",2.624234833,1.3874,5.11,2607,361.10
"K01070.01","CONFIRMED","CANDIDATE",6.61836309,3.6813,2.98,549.1,31.50
"K01070.02","CONFIRMED","CANDIDATE",107.7214092,8.042,4.75,1396.2,30.50
"K01070.03","CANDIDATE","CANDIDATE",92.77779,6.64,1.92,359,5.20
"K01133.01","FALSE POSITIVE","FALSE POSITIVE",5.251916208,4.9095,37.15,10624.3,146.30
"K00148.02","CONFIRMED","CANDIDATE",9.673958488,3.2641,2.63,952.7,178.00
"K01134.01","FALSE POSITIVE","FALSE POSITIVE",100.3039228,8.702,29.55,5450,63.20
"K01134.02","FALSE POSITIVE","FALSE POSITIVE",200.61103346,7.13,,,
"K01135.01","FALSE POSITIVE","FALSE POSITIVE",0.986620248,3.9722,43.98,1345.8,117.70
"K01136.01","FALSE POSITIVE","FALSE POSITIVE",1.63484631,6.11,,,
"K01203.02","CONFIRMED","CANDIDATE",14.12847677,3.685,2.73,628.7,23.00
"K01203.03","CONFIRMED","CANDIDATE",48.6478543,5.464,4.14,641.8,12.20
"K01204.01","CONFIRMED","CANDIDATE",8.39842977,6.344,2,340.1,28.00
"K01205.01","CONFIRMED","CANDIDATE",8.63847391,5.4566,5.99,395.9,38.60
"K01206.01","CANDIDATE","CANDIDATE",422.917678,31.274,5.89,1367.7,61.70
"K01001.02","CONFIRMED","CANDIDATE",140.10765,18.503,3.42,266.8,29.00
"K01002.01","CONFIRMED","CANDIDATE",3.4815917,1.8069,1.17,135.2,23.40
"K01003.01","FALSE POSITIVE","FALSE POSITIVE",8.360616221,7.5385,40.35,28066.3,425.60
"K01004.01","FALSE POSITIVE","FALSE POSITIVE",1.838514968,2.7391,4.86,2721.7,63.70
"K01005.01","CONFIRMED","CANDIDATE",35.61760233,8.4559,5.17,4634.9,155.00
"K01071.01","FALSE POSITIVE","FALSE POSITIVE",1.09206833,1.8596,1.29,219.2,45.50
"K01072.01","CONFIRMED","CANDIDATE",10.12805158,3.517,1.95,477.4,38.00
"K01073.01","FALSE POSITIVE","FALSE POSITIVE",1.613001111,2.394,1.25,104.1,19.30
"K01074.01","CONFIRMED","CANDIDATE",3.770551475,3.8077,12.05,12440,100.80
"K01075.01","FALSE POSITIVE","FALSE POSITIVE",1.343767797,1.9405,18.66,4702.6,269.80
"K01076.01","FALSE POSITIVE","FALSE POSITIVE",29.12436474,3.4209,15.25,6496,63.40
"K01138.01","FALSE POSITIVE","FALSE POSITIVE",31.82814583,2.917,35.8,4456.8,78.70
"K01139.01","FALSE POSITIVE","FALSE POSITIVE",3.629442796,5.63,3.28,426.6,76.40
"K01140.01","FALSE POSITIVE","FALSE POSITIVE",0.553261874,0.8875,97.36,1038.1,202.20
"K01141.01","CONFIRMED","CANDIDATE",5.72812616,2.0295,1.38,643.4,20.80
"K01142.01","CONFIRMED","CANDIDATE",3.75574267,2.2911,1.58,417.4,27.90
"K01143.01","FALSE POSITIVE","FALSE POSITIVE",7.44042933,2.991,2.74,547.3,34.00
"K00941.01","CONFIRMED","CANDIDATE",6.581477136,3.0896,4.56,2318.9,116.20
"K00129.01","CONFIRMED","FALSE POSITIVE",24.669192732,7.03515,77.76,7382.3,603.00
"K00941.02","CONFIRMED","CANDIDATE",2.382652873,1.8888,2.74,705.4,45.50
"K00941.03","CONFIRMED","CANDIDATE",24.66461416,2.8579,5.34,2398.8,56.70
"K00942.01","CONFIRMED","CANDIDATE",11.51517167,2.006,2.9,1357.4,53.20
"K00137.01","CONFIRMED","CANDIDATE",7.641567589,3.41018,4.91,2269.7,437.50
"K01006.01","FALSE POSITIVE","FALSE POSITIVE",30.6113932,3.576,19.68,3472,37.50
"K01007.01","CONFIRMED","CANDIDATE",7.40742502,3.675,2.01,442,23.10
"K01008.01","FALSE POSITIVE","FALSE POSITIVE",569.934135,4.1904,38.98,18904,66.70
"K01009.01","FALSE POSITIVE","FALSE POSITIVE",5.09246539,3.659,1.17,254,17.10
"K01010.01","FALSE POSITIVE","FALSE POSITIVE",110.61576622,5,,,
"K01077.01","FALSE POSITIVE","FALSE POSITIVE",1.103971357,0.926,1.37,317.9,21.70
"K00142.01","CONFIRMED","CANDIDATE",10.916108342,3.6496,3.93,1479,302.20
"K01078.01","CONFIRMED","CANDIDATE",3.353732008,1.4598,1.65,1264.7,47.80
"K01078.02","CONFIRMED","CANDIDATE",6.877446033,1.3692,2.05,1632.3,39.60
"K01078.03","CONFIRMED","CANDIDATE",28.46464804,2.6657,1.87,1629.8,28.90
"K01079.01","FALSE POSITIVE","FALSE POSITIVE",0.293630085,2.3857,26.35,2017.7,170.00
"K00148.03","CONFIRMED","CANDIDATE",42.89645024,5.6897,2,555.3,66.80
"K01144.01","FALSE POSITIVE","FALSE POSITIVE",2.44199803,2.759,1.44,251.7,27.20
"K01145.01","CANDIDATE","CANDIDATE",30.5872153,5.3698,2.32,464.8,33.10
"K01146.01","CONFIRMED","CANDIDATE",7.09712124,2.1059,0.74,369.5,18.30
"K01147.01","FALSE POSITIVE","FALSE POSITIVE",2.6827683,2.957,1.19,79.8,26.70
"K00943.01","CONFIRMED","CANDIDATE",3.601465336,2.2753,2.31,777.7,50.70
"K00944.01","FALSE POSITIVE","FALSE POSITIVE",3.108251172,2.5048,4.43,1867.7,156.50
"K00945.01","CONFIRMED","CANDIDATE",25.8474958,5.985,2.4,537.4,27.30
"K00945.02","CONFIRMED","CANDIDATE",40.715561,6.894,2.7,680.9,28.90
"K00946.01","FALSE POSITIVE","FALSE POSITIVE",20.42720701,3.447,4.42,1273,36.70
"K01011.01","FALSE POSITIVE","FALSE POSITIVE",6.198273591,7.53837,19.81,47302.6,2561.10
"K01012.01","FALSE POSITIVE","FALSE POSITIVE",1.023471798,2.3499,3.78,861.4,63.00
"K01013.01","FALSE POSITIVE","FALSE POSITIVE",0.51872711,1.252,19.07,714.1,93.30
"K01014.01","CONFIRMED","CANDIDATE",17.31711739,3.1518,2.04,1473,35.90
"K01015.01","CONFIRMED","CANDIDATE",9.42889884,4.4481,4.39,565.4,50.40
"K01080.01","FALSE POSITIVE","FALSE POSITIVE",1.096583368,2.1188,1.35,308.5,44.30
"K01081.01","CANDIDATE","CANDIDATE",9.95639775,5.615,28.15,510.5,32.90
"K01082.01","CONFIRMED","CANDIDATE",6.50327035,2.591,1.67,418.3,19.00
"K01082.02","CONFIRMED","CANDIDATE",4.09667624,2.19,1.42,302.3,16.20
"K01082.03","CONFIRMED","CANDIDATE",1.196548464,1.2592,1.25,224.6,16.50
"K01148.01","CONFIRMED","CANDIDATE",11.47609015,5.046,2.07,182.3,27.70
"K01148.02","CONFIRMED","CANDIDATE",25.2630467,6.22,1.71,125.5,14.30
"K01149.01","FALSE POSITIVE","FALSE POSITIVE",7.1688266,1.29,,,
"K01150.01","CONFIRMED","CANDIDATE",0.677374687,1.8361,0.9,76.7,38.70
"K01151.01","CONFIRMED","CANDIDATE",10.43547031,3.4167,1.22,210.2,36.70
"K01151.02","CONFIRMED","CANDIDATE",7.41084314,3.245,0.94,124.1,25.60
"K00947.01","CONFIRMED","CANDIDATE",28.59914031,3.6567,1.83,1585.1,53.80
"K00948.01","CONFIRMED","CANDIDATE",24.58716355,3.984,2.37,907.5,35.60
"K00130.01","FALSE POSITIVE","FALSE POSITIVE",34.193600311,5.41382,21.95,13714.8,1405.60
"K00949.01","CONFIRMED","CANDIDATE",12.53248222,4.0168,3.24,1145.9,66.70
"K00950.01","CANDIDATE","CANDIDATE",31.201692472,2.15663,8.31,34513.7,607.40
"K00951.01","CONFIRMED","CANDIDATE",13.19720694,3.4872,4.18,2141.4,116.20
"K00137.02","CONFIRMED","CANDIDATE",14.85890852,3.5252,5.94,3269,456.80
"K01015.02","CONFIRMED","CANDIDATE",4.08897299,3.585,2.36,157.9,19.00
"K01016.01","FALSE POSITIVE","FALSE POSITIVE",2.866680334,1.1264,2.93,712.4,43.00
"K01017.01","CONFIRMED","CANDIDATE",17.44486016,4.445,3.24,826.9,46.00
"K01018.01","FALSE POSITIVE","FALSE POSITIVE",8.30697421,2.76,37.99,158.7,17.40
"K01019.01","FALSE POSITIVE","FALSE POSITIVE",2.49705175,3.79,,,
"K01083.01","CONFIRMED","CANDIDATE",7.33685101,3.548,1.52,325.8,21.60
"K00143.01","FALSE POSITIVE","FALSE POSITIVE",22.65117451,3.6895,7.62,2250,170.10
"K01084.01","FALSE POSITIVE","FALSE POSITIVE",1.204274435,1.3362,1.19,185.8,34.70
"K01085.01","CONFIRMED","CANDIDATE",7.71790675,1.84,0.9,306.8,12.60
"K01086.01","CONFIRMED","CANDIDATE",27.6652847,6.633,2.21,469.2,36.10
"K01087.01","FALSE POSITIVE","FALSE POSITIVE",0.948950734,4.0245,36.87,2133,238.60
"K00149.01","CONFIRMED","CANDIDATE",14.55730897,7.7643,4.32,956.9,200.00
"K01152.01","FALSE POSITIVE","FALSE POSITIVE",4.722254104,3.451,14.45,82670,314.10
"K01153.01","FALSE POSITIVE","FALSE POSITIVE",0.635069939,2.07171,57.77,33117.3,578.60
"K01154.01","CANDIDATE","CANDIDATE",6.810823723,7.98574,26.06,14446.8,1441.90
